Gene stable ID	Transcript stable ID	Gene type
ENSG00000070882	ENST00000313367	protein_coding
ENSG00000261578	ENST00000566747	sense_overlapping
ENSG00000186526	ENST00000617645	protein_coding
ENSG00000274775	ENST00000612348	transcribed_unprocessed_pseudogene
ENSG00000232814	ENST00000417970	antisense
ENSG00000104907	ENST00000221504	protein_coding
ENSG00000148225	ENST00000341761	protein_coding
ENSG00000231017	ENST00000413068	processed_pseudogene
ENSG00000285646	ENST00000650448	lincRNA
ENSG00000259852	ENST00000564937	IG_V_pseudogene
ENSG00000213882	ENST00000396692	processed_pseudogene
ENSG00000261834	ENST00000565463	IG_V_pseudogene
ENSG00000231530	ENST00000413246	antisense
ENSG00000278085	ENST00000611660	protein_coding
ENSG00000249028	ENST00000513082	antisense
ENSG00000239354	ENST00000475609	processed_pseudogene
ENSG00000271390	ENST00000604700	lincRNA
ENSG00000225214	ENST00000420365	antisense
ENSG00000227315	ENST00000465161	protein_coding
ENSG00000146963	ENST00000541170	protein_coding
ENSG00000156170	ENST00000523378	protein_coding
ENSG00000124207	ENST00000262982	protein_coding
ENSG00000226896	ENST00000428598	unprocessed_pseudogene
ENSG00000237016	ENST00000436223	processed_pseudogene
ENSG00000279753	ENST00000623459	TEC
ENSG00000212719	ENST00000649112	protein_coding
ENSG00000282632	ENST00000631939	lincRNA
ENSG00000282174	ENST00000632773	processed_pseudogene
ENSG00000255387	ENST00000528172	processed_pseudogene
ENSG00000204684	ENST00000635130	lincRNA
ENSG00000006007	ENST00000353258	protein_coding
ENSG00000225170	ENST00000413920	processed_pseudogene
ENSG00000254595	ENST00000524809	processed_pseudogene
ENSG00000228836	ENST00000487941	protein_coding
ENSG00000259923	ENST00000568608	processed_transcript
ENSG00000231731	ENST00000631170	antisense
ENSG00000278786	ENST00000614373	transcribed_unprocessed_pseudogene
ENSG00000255276	ENST00000529323	antisense
ENSG00000236062	ENST00000434751	processed_pseudogene
ENSG00000253997	ENST00000519012	processed_pseudogene
ENSG00000268804	ENST00000598933	lincRNA
ENSG00000272509	ENST00000605911	antisense
ENSG00000241563	ENST00000377049	protein_coding
ENSG00000180346	ENST00000603357	protein_coding
ENSG00000174004	ENST00000328557	protein_coding
ENSG00000223574	ENST00000450749	processed_pseudogene
ENSG00000285591	ENST00000649387	lincRNA
ENSG00000102710	ENST00000484078	protein_coding
ENSG00000176715	ENST00000537895	protein_coding
ENSG00000082556	ENST00000265572	protein_coding
ENSG00000104903	ENST00000264824	protein_coding
ENSG00000248911	ENST00000511357	processed_pseudogene
ENSG00000183729	ENST00000331251	protein_coding
ENSG00000266711	ENST00000583980	antisense
ENSG00000282166	ENST00000632845	antisense
ENSG00000234951	ENST00000425286	protein_coding
ENSG00000149923	ENST00000563732	protein_coding
ENSG00000260895	ENST00000567925	lincRNA
ENSG00000141858	ENST00000533683	protein_coding
ENSG00000281778	ENST00000629293	lincRNA
ENSG00000262036	ENST00000574532	processed_pseudogene
ENSG00000239739	ENST00000473110	lincRNA
ENSG00000254457	ENST00000524390	unprocessed_pseudogene
ENSG00000188439	ENST00000530808	unprocessed_pseudogene
ENSG00000183722	ENST00000648377	protein_coding
ENSG00000253140	ENST00000521359	lincRNA
ENSG00000181903	ENST00000314259	protein_coding
ENSG00000279881	ENST00000622926	TEC
ENSG00000172361	ENST00000398545	protein_coding
ENSG00000270513	ENST00000603736	processed_pseudogene
ENSG00000125864	ENST00000377873	protein_coding
ENSG00000172175	ENST00000348428	protein_coding
ENSG00000253454	ENST00000519723	processed_pseudogene
ENSG00000282189	ENST00000633253	processed_transcript
ENSG00000107020	ENST00000223864	protein_coding
ENSG00000276627	ENST00000613711	lincRNA
ENSG00000259286	ENST00000560974	processed_pseudogene
ENSG00000282697	ENST00000633298	processed_pseudogene
ENSG00000226642	ENST00000423183	processed_pseudogene
ENSG00000260240	ENST00000565921	transcribed_processed_pseudogene
ENSG00000227969	ENST00000427761	processed_pseudogene
ENSG00000275835	ENST00000614508	protein_coding
ENSG00000260206	ENST00000564683	antisense
ENSG00000198125	ENST00000401702	protein_coding
ENSG00000204049	ENST00000372387	antisense
ENSG00000157152	ENST00000621198	protein_coding
ENSG00000235306	ENST00000432112	processed_pseudogene
ENSG00000115607	ENST00000264260	protein_coding
ENSG00000230048	ENST00000438415	protein_coding
ENSG00000251106	ENST00000510179	processed_pseudogene
ENSG00000177447	ENST00000325243	processed_pseudogene
ENSG00000270941	ENST00000603259	processed_pseudogene
ENSG00000130598	ENST00000381911	protein_coding
ENSG00000146700	ENST00000492979	protein_coding
ENSG00000276403	ENST00000622635	lincRNA
ENSG00000107165	ENST00000473763	protein_coding
ENSG00000283023	ENST00000634617	unprocessed_pseudogene
ENSG00000279973	ENST00000624155	lincRNA
ENSG00000260741	ENST00000563471	antisense
ENSG00000166828	ENST00000300061	protein_coding
ENSG00000141854	ENST00000587086	protein_coding
ENSG00000114902	ENST00000423431	protein_coding
ENSG00000253314	ENST00000519008	lincRNA
ENSG00000280367	ENST00000623330	TEC
ENSG00000254900	ENST00000534169	antisense
ENSG00000213548	ENST00000395416	processed_pseudogene
ENSG00000251179	ENST00000508851	antisense
ENSG00000136842	ENST00000259365	protein_coding
ENSG00000230645	ENST00000437118	lincRNA
ENSG00000274803	ENST00000611966	protein_coding
ENSG00000231420	ENST00000429317	lincRNA
ENSG00000134757	ENST00000257189	protein_coding
ENSG00000260974	ENST00000563937	antisense
ENSG00000254156	ENST00000522986	transcribed_processed_pseudogene
ENSG00000271555	ENST00000605049	sense_intronic
ENSG00000253828	ENST00000522536	unprocessed_pseudogene
ENSG00000166444	ENST00000526757	protein_coding
ENSG00000183632	ENST00000565622	protein_coding
ENSG00000023287	ENST00000025008	protein_coding
ENSG00000254118	ENST00000524239	processed_pseudogene
ENSG00000282321	ENST00000632801	unprocessed_pseudogene
ENSG00000214097	ENST00000397537	protein_coding
ENSG00000177082	ENST00000434634	protein_coding
ENSG00000256427	ENST00000647751	lincRNA
ENSG00000237248	ENST00000427111	lincRNA
ENSG00000259793	ENST00000563747	antisense
ENSG00000125571	ENST00000263326	protein_coding
ENSG00000274588	ENST00000611977	protein_coding
ENSG00000249186	ENST00000505248	antisense
ENSG00000260126	ENST00000567465	lincRNA
ENSG00000126785	ENST00000557447	protein_coding
ENSG00000196099	ENST00000309154	protein_coding
ENSG00000275328	ENST00000338590	unprocessed_pseudogene
ENSG00000269483	ENST00000594725	transcribed_unprocessed_pseudogene
ENSG00000232162	ENST00000440657	antisense
ENSG00000108684	ENST00000225823	protein_coding
ENSG00000180152	ENST00000312918	processed_pseudogene
ENSG00000280349	ENST00000624540	TEC
ENSG00000236881	ENST00000427673	unprocessed_pseudogene
ENSG00000162894	ENST00000367091	protein_coding
ENSG00000261156	ENST00000584724	lincRNA
ENSG00000227017	ENST00000430537	lincRNA
ENSG00000258726	ENST00000553858	processed_pseudogene
ENSG00000279692	ENST00000624417	TEC
ENSG00000216835	ENST00000408004	processed_pseudogene
ENSG00000226068	ENST00000427514	processed_pseudogene
ENSG00000162892	ENST00000391929	protein_coding
ENSG00000262877	ENST00000571724	lincRNA
ENSG00000133997	ENST00000554963	protein_coding
ENSG00000253995	ENST00000519384	processed_pseudogene
ENSG00000105376	ENST00000221980	protein_coding
ENSG00000233129	ENST00000438864	processed_pseudogene
ENSG00000235689	ENST00000440539	unprocessed_pseudogene
ENSG00000220733	ENST00000407663	processed_pseudogene
ENSG00000226367	ENST00000446784	antisense
ENSG00000218475	ENST00000401561	processed_pseudogene
ENSG00000240661	ENST00000637360	transcribed_unitary_pseudogene
ENSG00000276241	ENST00000617914	antisense
ENSG00000214297	ENST00000398050	processed_pseudogene
ENSG00000282950	ENST00000634744	lincRNA
ENSG00000242613	ENST00000467756	processed_pseudogene
ENSG00000225179	ENST00000440160	lincRNA
ENSG00000259262	ENST00000560814	processed_pseudogene
ENSG00000278477	ENST00000621360	unprocessed_pseudogene
ENSG00000266094	ENST00000579436	protein_coding
ENSG00000138071	ENST00000260641	protein_coding
ENSG00000174607	ENST00000310836	protein_coding
ENSG00000232564	ENST00000417123	antisense
ENSG00000225183	ENST00000444055	processed_pseudogene
ENSG00000233684	ENST00000430529	lincRNA
ENSG00000235718	ENST00000619721	protein_coding
ENSG00000214753	ENST00000301785	protein_coding
ENSG00000249109	ENST00000502515	antisense
ENSG00000235146	ENST00000423796	lincRNA
ENSG00000237973	ENST00000414273	unprocessed_pseudogene
ENSG00000147231	ENST00000372548	protein_coding
ENSG00000069275	ENST00000367142	protein_coding
ENSG00000239900	ENST00000623632	protein_coding
ENSG00000203648	ENST00000366455	processed_pseudogene
ENSG00000237606	ENST00000431233	processed_pseudogene
ENSG00000229380	ENST00000453149	antisense
ENSG00000232354	ENST00000626268	antisense
ENSG00000136205	ENST00000428457	protein_coding
ENSG00000012061	ENST00000300853	protein_coding
ENSG00000256721	ENST00000542680	sense_intronic
ENSG00000185332	ENST00000650606	protein_coding
ENSG00000130150	ENST00000380492	protein_coding
ENSG00000250568	ENST00000510152	processed_pseudogene
ENSG00000269130	ENST00000595339	unprocessed_pseudogene
ENSG00000234910	ENST00000417848	processed_pseudogene
ENSG00000235642	ENST00000420305	processed_pseudogene
ENSG00000141458	ENST00000591107	protein_coding
ENSG00000256257	ENST00000541871	sense_intronic
ENSG00000174482	ENST00000379992	protein_coding
ENSG00000236683	ENST00000415560	processed_pseudogene
ENSG00000258325	ENST00000547834	antisense
ENSG00000229060	ENST00000478520	processed_pseudogene
ENSG00000203593	ENST00000354425	antisense
ENSG00000225751	ENST00000445617	antisense
ENSG00000271851	ENST00000607496	sense_intronic
ENSG00000263708	ENST00000579641	antisense
ENSG00000132600	ENST00000566657	protein_coding
ENSG00000280455	ENST00000626943	lincRNA
ENSG00000256769	ENST00000543559	antisense
ENSG00000140832	ENST00000567566	protein_coding
ENSG00000262322	ENST00000572715	unprocessed_pseudogene
ENSG00000263241	ENST00000575007	unprocessed_pseudogene
ENSG00000119616	ENST00000554590	protein_coding
ENSG00000205809	ENST00000535069	protein_coding
ENSG00000049192	ENST00000381055	protein_coding
ENSG00000225141	ENST00000467781	protein_coding
ENSG00000164010	ENST00000372517	protein_coding
ENSG00000187068	ENST00000335012	protein_coding
ENSG00000255760	ENST00000535163	lincRNA
ENSG00000181544	ENST00000643728	protein_coding
ENSG00000160062	ENST00000373510	protein_coding
ENSG00000104371	ENST00000220812	protein_coding
ENSG00000269732	ENST00000437905	processed_pseudogene
ENSG00000284733	ENST00000426406	protein_coding
ENSG00000236108	ENST00000428506	processed_pseudogene
ENSG00000232718	ENST00000436626	processed_pseudogene
ENSG00000183566	ENST00000605211	transcribed_unprocessed_pseudogene
ENSG00000176774	ENST00000325250	protein_coding
ENSG00000262966	ENST00000574307	antisense
ENSG00000273295	ENST00000609510	lincRNA
ENSG00000223788	ENST00000509197	unprocessed_pseudogene
ENSG00000281909	ENST00000626934	unprocessed_pseudogene
ENSG00000268104	ENST00000598581	protein_coding
ENSG00000285838	ENST00000647954	lincRNA
ENSG00000173404	ENST00000310227	protein_coding
ENSG00000220522	ENST00000406554	processed_pseudogene
ENSG00000219102	ENST00000437410	processed_pseudogene
ENSG00000220744	ENST00000406671	processed_pseudogene
ENSG00000116983	ENST00000372844	protein_coding
ENSG00000259371	ENST00000558325	protein_coding
ENSG00000232021	ENST00000436413	processed_transcript
ENSG00000257943	ENST00000636165	transcribed_unitary_pseudogene
ENSG00000253577	ENST00000521317	lincRNA
ENSG00000161642	ENST00000551109	protein_coding
ENSG00000235945	ENST00000299783	processed_pseudogene
ENSG00000180098	ENST00000373830	protein_coding
ENSG00000171495	ENST00000511934	protein_coding
ENSG00000280282	ENST00000624068	TEC
ENSG00000197343	ENST00000320583	protein_coding
ENSG00000275157	ENST00000613365	unprocessed_pseudogene
ENSG00000272763	ENST00000433510	lincRNA
ENSG00000145863	ENST00000522269	protein_coding
ENSG00000113211	ENST00000231136	protein_coding
ENSG00000268957	ENST00000597690	unprocessed_pseudogene
ENSG00000105261	ENST00000633214	protein_coding
ENSG00000267157	ENST00000586012	protein_coding
ENSG00000113209	ENST00000231134	protein_coding
ENSG00000197782	ENST00000450241	protein_coding
ENSG00000103381	ENST00000381774	protein_coding
ENSG00000229315	ENST00000443234	antisense
ENSG00000225523	ENST00000436451	IG_V_gene
ENSG00000240842	ENST00000465347	lincRNA
ENSG00000254345	ENST00000518179	IG_V_pseudogene
ENSG00000227186	ENST00000436608	antisense
ENSG00000234149	ENST00000413431	antisense
ENSG00000248473	ENST00000513771	lincRNA
ENSG00000257315	ENST00000550078	protein_coding
ENSG00000242534	ENST00000453166	IG_V_gene
ENSG00000239994	ENST00000489428	antisense
ENSG00000137270	ENST00000259803	protein_coding
ENSG00000258342	ENST00000550089	sense_overlapping
ENSG00000257720	ENST00000547482	processed_pseudogene
ENSG00000196979	ENST00000358748	lincRNA
ENSG00000220748	ENST00000405827	processed_pseudogene
ENSG00000245149	ENST00000499418	lincRNA
ENSG00000257622	ENST00000548203	processed_transcript
ENSG00000231114	ENST00000447529	lincRNA
ENSG00000269552	ENST00000595427	unprocessed_pseudogene
ENSG00000253191	ENST00000517449	IG_V_pseudogene
ENSG00000251542	ENST00000506392	lincRNA
ENSG00000177294	ENST00000321535	protein_coding
ENSG00000236556	ENST00000433249	antisense
ENSG00000271131	ENST00000603675	processed_pseudogene
ENSG00000275163	ENST00000614557	protein_coding
ENSG00000229455	ENST00000442662	processed_pseudogene
ENSG00000183833	ENST00000468630	protein_coding
ENSG00000233334	ENST00000448422	antisense
ENSG00000050426	ENST00000551477	protein_coding
ENSG00000080709	ENST00000512097	protein_coding
ENSG00000250541	ENST00000510905	antisense
ENSG00000227232	ENST00000488147	unprocessed_pseudogene
ENSG00000232266	ENST00000441686	processed_transcript
ENSG00000274283	ENST00000610716	protein_coding
ENSG00000099960	ENST00000403586	protein_coding
ENSG00000251009	ENST00000503085	lincRNA
ENSG00000188783	ENST00000343110	protein_coding
ENSG00000138449	ENST00000261024	protein_coding
ENSG00000226782	ENST00000457125	lincRNA
ENSG00000268889	ENST00000600765	lincRNA
ENSG00000164307	ENST00000296754	protein_coding
ENSG00000258867	ENST00000556033	lincRNA
ENSG00000279523	ENST00000623594	TEC
ENSG00000246379	ENST00000501259	lincRNA
ENSG00000258407	ENST00000554433	antisense
ENSG00000260041	ENST00000562822	lincRNA
ENSG00000204624	ENST00000423056	protein_coding
ENSG00000168903	ENST00000342868	protein_coding
ENSG00000230918	ENST00000418335	antisense
ENSG00000197043	ENST00000522664	protein_coding
ENSG00000256898	ENST00000543613	processed_pseudogene
ENSG00000259593	ENST00000559945	processed_pseudogene
ENSG00000156650	ENST00000648828	protein_coding
ENSG00000133980	ENST00000557177	protein_coding
ENSG00000283178	ENST00000636596	unprocessed_pseudogene
ENSG00000231604	ENST00000458293	lincRNA
ENSG00000224617	ENST00000427368	processed_pseudogene
ENSG00000198901	ENST00000394249	protein_coding
ENSG00000130638	ENST00000252934	protein_coding
ENSG00000258424	ENST00000555853	antisense
ENSG00000162409	ENST00000371244	protein_coding
ENSG00000275555	ENST00000616526	protein_coding
ENSG00000256923	ENST00000537293	lincRNA
ENSG00000256353	ENST00000541161	processed_pseudogene
ENSG00000029993	ENST00000419110	protein_coding
ENSG00000225928	ENST00000438592	processed_pseudogene
ENSG00000225832	ENST00000454835	processed_pseudogene
ENSG00000234597	ENST00000443897	lincRNA
ENSG00000138162	ENST00000492689	protein_coding
ENSG00000177340	ENST00000313737	antisense
ENSG00000143867	ENST00000272223	protein_coding
ENSG00000272483	ENST00000606330	antisense
ENSG00000224626	ENST00000431697	lincRNA
ENSG00000239470	ENST00000472300	processed_pseudogene
ENSG00000133460	ENST00000345044	protein_coding
ENSG00000105202	ENST00000595545	protein_coding
ENSG00000196183	ENST00000476944	processed_pseudogene
ENSG00000258811	ENST00000556430	lincRNA
ENSG00000248309	ENST00000511100	antisense
ENSG00000239365	ENST00000460857	processed_pseudogene
ENSG00000243517	ENST00000495623	processed_pseudogene
ENSG00000229257	ENST00000435463	antisense
ENSG00000236226	ENST00000447336	antisense
ENSG00000103061	ENST00000568315	protein_coding
ENSG00000077942	ENST00000411478	protein_coding
ENSG00000272807	ENST00000608095	antisense
ENSG00000197046	ENST00000389474	protein_coding
ENSG00000284616	ENST00000641871	lincRNA
ENSG00000213312	ENST00000416120	processed_pseudogene
ENSG00000258469	ENST00000556017	processed_pseudogene
ENSG00000269253	ENST00000598990	unprocessed_pseudogene
ENSG00000227895	ENST00000427881	lincRNA
ENSG00000237832	ENST00000441428	antisense
ENSG00000230935	ENST00000456781	processed_pseudogene
ENSG00000225181	ENST00000453972	antisense
ENSG00000276254	ENST00000615390	unprocessed_pseudogene
ENSG00000281305	ENST00000625483	lincRNA
ENSG00000206256	ENST00000458119	protein_coding
ENSG00000275263	ENST00000614997	lincRNA
ENSG00000248890	ENST00000508269	antisense
ENSG00000254319	ENST00000523971	lincRNA
ENSG00000268530	ENST00000600529	antisense
ENSG00000137941	ENST00000472688	protein_coding
ENSG00000273883	ENST00000618668	transcribed_processed_pseudogene
ENSG00000239653	ENST00000472046	antisense
ENSG00000254099	ENST00000520882	antisense
ENSG00000144597	ENST00000396842	protein_coding
ENSG00000129988	ENST00000217407	protein_coding
ENSG00000282268	ENST00000604102	IG_D_gene
ENSG00000243323	ENST00000641549	transcribed_unitary_pseudogene
ENSG00000127129	ENST00000372587	protein_coding
ENSG00000189195	ENST00000370382	protein_coding
ENSG00000233401	ENST00000441422	processed_pseudogene
ENSG00000256083	ENST00000544279	antisense
ENSG00000101940	ENST00000470124	protein_coding
ENSG00000230148	ENST00000504972	antisense
ENSG00000121577	ENST00000495362	protein_coding
ENSG00000235699	ENST00000438525	protein_coding
ENSG00000215529	ENST00000400522	protein_coding
ENSG00000164163	ENST00000296577	protein_coding
ENSG00000250492	ENST00000504674	processed_pseudogene
ENSG00000157193	ENST00000306052	protein_coding
ENSG00000226754	ENST00000458151	antisense
ENSG00000206561	ENST00000383788	protein_coding
ENSG00000270451	ENST00000603693	IG_D_gene
ENSG00000256915	ENST00000540875	lincRNA
ENSG00000236594	ENST00000422868	processed_pseudogene
ENSG00000232414	ENST00000448478	protein_coding
ENSG00000257225	ENST00000547824	antisense
ENSG00000258068	ENST00000547898	sense_intronic
ENSG00000151500	ENST00000392595	protein_coding
ENSG00000183396	ENST00000330862	protein_coding
ENSG00000284694	ENST00000641472	lincRNA
ENSG00000238077	ENST00000457517	processed_pseudogene
ENSG00000166262	ENST00000559573	protein_coding
ENSG00000250377	ENST00000508719	lincRNA
ENSG00000248576	ENST00000504210	antisense
ENSG00000235598	ENST00000441721	processed_pseudogene
ENSG00000145861	ENST00000393975	protein_coding
ENSG00000134375	ENST00000367287	protein_coding
ENSG00000130332	ENST00000252622	protein_coding
ENSG00000280148	ENST00000454207	protein_coding
ENSG00000220008	ENST00000585527	protein_coding
ENSG00000229972	ENST00000437810	protein_coding
ENSG00000258262	ENST00000552900	processed_pseudogene
ENSG00000185156	ENST00000329805	protein_coding
ENSG00000182872	ENST00000377604	protein_coding
ENSG00000261196	ENST00000568156	unprocessed_pseudogene
ENSG00000273734	ENST00000621615	protein_coding
ENSG00000227635	ENST00000420603	unprocessed_pseudogene
ENSG00000175602	ENST00000312579	protein_coding
ENSG00000272575	ENST00000650607	lincRNA
ENSG00000151379	ENST00000281047	protein_coding
ENSG00000264040	ENST00000580252	processed_pseudogene
ENSG00000213652	ENST00000457863	processed_pseudogene
ENSG00000187837	ENST00000343677	protein_coding
ENSG00000242282	ENST00000422961	lincRNA
ENSG00000180573	ENST00000314088	protein_coding
ENSG00000258100	ENST00000551571	lincRNA
ENSG00000268186	ENST00000600941	lincRNA
ENSG00000006659	ENST00000392052	protein_coding
ENSG00000258931	ENST00000557426	lincRNA
ENSG00000273046	ENST00000512206	processed_transcript
ENSG00000180818	ENST00000515593	protein_coding
ENSG00000100109	ENST00000407690	protein_coding
ENSG00000268243	ENST00000600975	processed_pseudogene
ENSG00000120910	ENST00000518852	protein_coding
ENSG00000251599	ENST00000508255	antisense
ENSG00000122873	ENST00000333926	protein_coding
ENSG00000271443	ENST00000603297	transcribed_processed_pseudogene
ENSG00000141279	ENST00000525007	protein_coding
ENSG00000285994	ENST00000648650	sense_intronic
ENSG00000236676	ENST00000430748	antisense
ENSG00000242598	ENST00000454831	processed_pseudogene
ENSG00000224494	ENST00000444546	processed_pseudogene
ENSG00000227288	ENST00000448213	processed_pseudogene
ENSG00000266412	ENST00000585132	protein_coding
ENSG00000159176	ENST00000367306	protein_coding
ENSG00000140022	ENST00000555447	protein_coding
ENSG00000242163	ENST00000469473	processed_pseudogene
ENSG00000142676	ENST00000374550	protein_coding
ENSG00000268628	ENST00000598007	lincRNA
ENSG00000266805	ENST00000580891	sense_intronic
ENSG00000017797	ENST00000019317	protein_coding
ENSG00000227678	ENST00000415964	antisense
ENSG00000224818	ENST00000430471	3prime_overlapping_ncRNA
ENSG00000174339	ENST00000307832	protein_coding
ENSG00000107281	ENST00000371600	protein_coding
ENSG00000180549	ENST00000314412	protein_coding
ENSG00000224447	ENST00000437528	unprocessed_pseudogene
ENSG00000272810	ENST00000608919	lincRNA
ENSG00000136878	ENST00000491053	protein_coding
ENSG00000238256	ENST00000448677	processed_pseudogene
ENSG00000139330	ENST00000266719	protein_coding
ENSG00000169504	ENST00000374379	protein_coding
ENSG00000253233	ENST00000521358	processed_pseudogene
ENSG00000232081	ENST00000445391	sense_intronic
ENSG00000232695	ENST00000414751	processed_pseudogene
ENSG00000197651	ENST00000548187	protein_coding
ENSG00000233906	ENST00000440888	lincRNA
ENSG00000233839	ENST00000457967	processed_pseudogene
ENSG00000255087	ENST00000530177	lincRNA
ENSG00000253320	ENST00000520750	antisense
ENSG00000225512	ENST00000437141	processed_transcript
ENSG00000198168	ENST00000525670	protein_coding
ENSG00000246225	ENST00000525963	antisense
ENSG00000196664	ENST00000380659	protein_coding
ENSG00000269588	ENST00000600089	unprocessed_pseudogene
ENSG00000175344	ENST00000635978	protein_coding
ENSG00000269792	ENST00000594676	antisense
ENSG00000235025	ENST00000431258	protein_coding
ENSG00000257514	ENST00000552081	antisense
ENSG00000104365	ENST00000520810	protein_coding
ENSG00000257820	ENST00000553035	processed_pseudogene
ENSG00000238150	ENST00000423096	processed_pseudogene
ENSG00000237589	ENST00000441744	processed_pseudogene
ENSG00000165092	ENST00000297785	protein_coding
ENSG00000166579	ENST00000582812	protein_coding
ENSG00000220392	ENST00000406490	processed_pseudogene
ENSG00000269608	ENST00000593607	processed_pseudogene
ENSG00000277368	ENST00000621997	antisense
ENSG00000258858	ENST00000555524	antisense
ENSG00000281058	ENST00000626483	unprocessed_pseudogene
ENSG00000213958	ENST00000397031	processed_pseudogene
ENSG00000223752	ENST00000423338	protein_coding
ENSG00000177830	ENST00000532909	protein_coding
ENSG00000008128	ENST00000356200	protein_coding
ENSG00000231188	ENST00000429420	antisense
ENSG00000254993	ENST00000524985	unprocessed_pseudogene
ENSG00000089597	ENST00000532402	protein_coding
ENSG00000164626	ENST00000359534	protein_coding
ENSG00000229343	ENST00000451423	unprocessed_pseudogene
ENSG00000265217	ENST00000579862	lincRNA
ENSG00000229160	ENST00000417213	lincRNA
ENSG00000271400	ENST00000605115	processed_pseudogene
ENSG00000225326	ENST00000412165	unprocessed_pseudogene
ENSG00000164134	ENST00000296543	protein_coding
ENSG00000217414	ENST00000404856	processed_pseudogene
ENSG00000234811	ENST00000437408	processed_pseudogene
ENSG00000235113	ENST00000435436	processed_pseudogene
ENSG00000124795	ENST00000397239	protein_coding
ENSG00000255522	ENST00000531775	processed_pseudogene
ENSG00000166492	ENST00000448322	unprocessed_pseudogene
ENSG00000224693	ENST00000435329	unprocessed_pseudogene
ENSG00000081248	ENST00000367338	protein_coding
ENSG00000239413	ENST00000487608	processed_pseudogene
ENSG00000225407	ENST00000507514	antisense
ENSG00000249613	ENST00000504132	lincRNA
ENSG00000213997	ENST00000413837	processed_pseudogene
ENSG00000198573	ENST00000358993	protein_coding
ENSG00000271656	ENST00000604099	processed_pseudogene
ENSG00000234549	ENST00000416917	protein_coding
ENSG00000223952	ENST00000448781	protein_coding
ENSG00000227619	ENST00000443993	lincRNA
ENSG00000189283	ENST00000476844	protein_coding
ENSG00000251326	ENST00000508942	lincRNA
ENSG00000278360	ENST00000610679	unprocessed_pseudogene
ENSG00000243295	ENST00000487624	lincRNA
ENSG00000167920	ENST00000436612	protein_coding
ENSG00000225614	ENST00000565624	protein_coding
ENSG00000186395	ENST00000635956	protein_coding
ENSG00000278288	ENST00000618458	transcribed_processed_pseudogene
ENSG00000236833	ENST00000424493	lincRNA
ENSG00000261816	ENST00000568587	lincRNA
ENSG00000271705	ENST00000605695	unprocessed_pseudogene
ENSG00000249462	ENST00000506434	processed_pseudogene
ENSG00000255053	ENST00000524504	unprocessed_pseudogene
ENSG00000254674	ENST00000531397	unprocessed_pseudogene
ENSG00000214765	ENST00000444755	transcribed_unprocessed_pseudogene
ENSG00000184789	ENST00000434991	unprocessed_pseudogene
ENSG00000224110	ENST00000506027	processed_pseudogene
ENSG00000280397	ENST00000624647	TEC
ENSG00000229926	ENST00000442569	unprocessed_pseudogene
ENSG00000183773	ENST00000399167	protein_coding
ENSG00000131459	ENST00000253778	protein_coding
ENSG00000280214	ENST00000623147	TEC
ENSG00000228928	ENST00000419546	processed_pseudogene
ENSG00000232618	ENST00000417650	lincRNA
ENSG00000197406	ENST00000510508	protein_coding
ENSG00000124102	ENST00000243924	protein_coding
ENSG00000120539	ENST00000375946	protein_coding
ENSG00000229609	ENST00000431171	lincRNA
ENSG00000186452	ENST00000551456	protein_coding
ENSG00000271621	ENST00000605614	processed_pseudogene
ENSG00000225701	ENST00000415667	processed_pseudogene
ENSG00000185838	ENST00000329517	protein_coding
ENSG00000242850	ENST00000480924	processed_pseudogene
ENSG00000280049	ENST00000624306	TEC
ENSG00000259094	ENST00000556770	antisense
ENSG00000184258	ENST00000370532	protein_coding
ENSG00000250739	ENST00000513681	lincRNA
ENSG00000228194	ENST00000446798	processed_pseudogene
ENSG00000231719	ENST00000439265	unprocessed_pseudogene
ENSG00000226779	ENST00000424690	antisense
ENSG00000145041	ENST00000423656	protein_coding
ENSG00000250626	ENST00000514297	lincRNA
ENSG00000249269	ENST00000505178	lincRNA
ENSG00000257296	ENST00000546698	processed_pseudogene
ENSG00000236949	ENST00000485907	protein_coding
ENSG00000146676	ENST00000395699	protein_coding
ENSG00000225114	ENST00000428199	unprocessed_pseudogene
ENSG00000278182	ENST00000525886	unprocessed_pseudogene
ENSG00000116478	ENST00000373548	protein_coding
ENSG00000242880	ENST00000459855	lincRNA
ENSG00000230442	ENST00000422401	antisense
ENSG00000164078	ENST00000296474	protein_coding
ENSG00000227638	ENST00000440352	processed_pseudogene
ENSG00000251537	ENST00000455584	protein_coding
ENSG00000164733	ENST00000526481	protein_coding
ENSG00000275432	ENST00000621061	processed_pseudogene
ENSG00000267055	ENST00000590912	lincRNA
ENSG00000228598	ENST00000439285	antisense
ENSG00000246323	ENST00000500267	antisense
ENSG00000123505	ENST00000368885	protein_coding
ENSG00000248222	ENST00000509170	antisense
ENSG00000240724	ENST00000489699	processed_pseudogene
ENSG00000274256	ENST00000614532	processed_pseudogene
ENSG00000235291	ENST00000426299	protein_coding
ENSG00000184831	ENST00000633432	protein_coding
ENSG00000220537	ENST00000401636	processed_pseudogene
ENSG00000230003	ENST00000431784	processed_pseudogene
ENSG00000250397	ENST00000506172	antisense
ENSG00000146047	ENST00000274764	protein_coding
ENSG00000080910	ENST00000367421	protein_coding
ENSG00000243977	ENST00000496255	processed_pseudogene
ENSG00000257875	ENST00000549715	processed_pseudogene
ENSG00000225130	ENST00000453266	protein_coding
