Gene name	log2(TE)
LRRFIP1	0.681652137
FBL	0.681621133
CLUAP1	0.680873112
STAU1	0.680683651
CDCA2	0.680677315
TP53BP2	0.680043293
MED24	0.67964008
FAM162A	0.679306486
FBXO7	0.6792094
RPS24	0.678876295
MCU	0.678759612
SLC35A2	0.678602731
TADA3	0.678395467
SMC2	0.678107986
FSTL1	0.677851495
PSMA3	0.677563663
HSP90B1	0.677140302
COPS4	0.676931885
PKMYT1	0.676639476
CCDC28A	0.676086772
LPCAT2	0.675762598
NPM1	0.675621814
ITPR1	0.675621814
UBR2	0.675410924
LDHB	0.675289432
GSK3A	0.67516031
NDUFB8	0.675085576
DLST	0.673941224
DTNBP1	0.673833026
VASP	0.673605353
SLC12A6	0.673570513
ABCF3	0.673484636
UBE2J2	0.673329036
ENPP1	0.672884377
PRPS1	0.672790462
POLR2C	0.672698815
ERO1L	0.672489736
VEZF1	0.672202584
SLC25A30	0.672176868
CALM1	0.671355303
SQSTM1	0.670250567
RTFDC1	0.670019518
MRPL17	0.669916846
CDKN2A	0.669860077
PRKAA2	0.669534125
PAPOLG	0.669345101
ALDH18A1	0.669214113
REEP4	0.669085398
TTC5	0.669058491
SEC31A	0.66888165
NARS	0.668616993
ARPC1A	0.668221078
GEMIN2	0.668046033
DYNLL2	0.667902539
SLC52A2	0.667448066
UQCRC2	0.667246562
STX4	0.666925038
EIF2S1	0.666612597
DOPEY2	0.665816753
ACAT2	0.66580786
MZT1	0.665466977
ABL2	0.664146339
CDV3	0.663999699
ZNF516	0.663213946
C6orf89	0.6628274
CTC1	0.662633397
RPP40	0.662577556
CSTB	0.662308098
HOMEZ	0.662144787
CDC5L	0.661855674
ECI1	0.661815105
SAP18	0.661609029
XPO5	0.661514044
SF3B1	0.661242744
ATP2A2	0.660999349
SH3BGRL	0.660970794
PDF	0.660397886
RFC3	0.660311857
UQCRFS1	0.659893814
TPP2	0.659489684
MRPL2	0.658692063
PITX2	0.658137978
DDX1	0.65743829
GTF3C2	0.656975742
CLNS1A	0.656820534
GBF1	0.656626733
COPA	0.656589131
RNMT	0.656460126
TUFM	0.655958499
TRIM32	0.655910255
VPS33A	0.655365197
MTFP1	0.655351829
C1QBP	0.655237098
EXOC4	0.655073214
HSD17B12	0.654814379
GPN3	0.654757867
SAR1A	0.654565833
TRIM24	0.654404751
RBFA	0.654361879
CST3	0.654290056
LRP10	0.653971655
MRPS7	0.653867488
CHST12	0.653765294
MCM10	0.653195643
DIEXF	0.653186754
BMP7	0.652878862
TMEM30A	0.652847452
NCR3LG1	0.652805147
MRPL18	0.65258732
NCOA3	0.652076697
NDUFB11	0.652026548
CYTH1	0.651564951
YIF1B	0.651418995
CIZ1	0.651187845
PSMB10	0.651178425
ENO2	0.650889293
SSU72	0.650689732
PPAN	0.650183909
HERPUD1	0.649148456
PTBP2	0.648545233
HNRNPA2B1	0.648537092
FAM89A	0.648503163
EPB41L2	0.648181406
LRWD1	0.647735827
C5orf24	0.647541237
GREB1	0.647385001
SLC30A1	0.647217874
CPSF6	0.647165546
HDDC2	0.645928239
FKBP7	0.644486247
VPS35	0.64440005
BYSL	0.644321883
LYPLA1	0.644261428
RPS21	0.64421544
ANKFY1	0.644185911
SNF8	0.643894113
TMEM14C	0.643416037
FNBP1	0.643207642
SKI	0.643091912
TCEANC2	0.643040621
RSRC1	0.642801781
NDUFB9	0.642710621
OAF	0.642629253
CACHD1	0.642380198
AUTS2	0.641999155
FAM173A	0.641962425
CUEDC2	0.641895781
NDUFAB1	0.641745607
RAC3	0.641407782
SUCLG2	0.641318467
LARP4	0.640644626
STK4	0.64063862
CHURC1-FNTB	0.640504335
HTT	0.64029425
PTPN14	0.640280269
APEX2	0.640168003
HSPA12A	0.640063935
RAB5C	0.639602208
NAA40	0.639456248
ANKRD17	0.639350387
BLMH	0.639301189
NUDT21	0.638878046
PMM1	0.638712886
GTF3C5	0.638712054
NOL11	0.638478391
ATP6V0A1	0.638075749
IDH3A	0.638009333
FAM57A	0.637820948
RPS19	0.637726798
PDZRN3	0.637429921
PNKP	0.637190806
ZC4H2	0.637142365
TSC2	0.63691458
SSR2	0.63672165
PXDN	0.636657228
EIF3M	0.636565104
TPI1	0.636457976
EIF3A	0.636352744
MRPL42	0.634950637
KANK2	0.632883131
PCNA	0.63245043
SURF1	0.632359644
CARS	0.632268216
SIVA1	0.63220455
TCP1	0.632154268
SP3	0.632052743
MRPL20	0.632021306
COPE	0.631864418
C14orf1	0.631827373
CXorf38	0.631686366
UQCRH	0.631516919
NECAP1	0.631472465
PABPN1	0.631403846
PLCG1	0.630589823
MBTPS2	0.630023649
OXA1L	0.629412786
SERPINE2	0.629379788
LIG1	0.629053323
CHAF1B	0.629040453
GNE	0.628991823
VPS26B	0.628964204
ITSN1	0.628365108
TTC28	0.628303635
CCDC115	0.628110905
ALX1	0.627805502
ZFR	0.62769665
PPP2R4	0.627596883
C2orf47	0.627429222
SLC27A2	0.627351241
SV2A	0.627297338
GNPDA1	0.62716003
MKNK1	0.62713836
TMPO	0.626917308
COBL	0.62681089
RANBP9	0.626767715
MAP2K1	0.62657106
HAUS8	0.626331991
TUBA1C	0.626255962
CALCOCO2	0.626139907
PNMA1	0.626099251
AARS2	0.62609508
CYFIP1	0.625968837
AKT1S1	0.625597651
TIPIN	0.625520732
RPLP1	0.625487792
MCAM	0.62524895
PCK2	0.625072714
OSBP	0.625002271
PTER	0.624997163
CCDC15	0.624934894
PKNOX1	0.624831364
ANO5	0.624763509
SFSWAP	0.624517086
CD3EAP	0.624474543
BTRC	0.624434922
FAM98B	0.624146113
MRPL52	0.623871159
ATP5B	0.623655503
DPCD	0.623554892
DHX33	0.623406043
NME4	0.623230334
HSPH1	0.623107048
URB1	0.623004911
SLC25A24	0.622975522
NDUFV1	0.622808418
SRC	0.622682167
ZSCAN2	0.621956708
CALD1	0.621765614
TCHP	0.621488377
BPNT1	0.621019165
SMARCA5	0.620622563
QPCTL	0.620443364
RPA2	0.620210144
RNF216	0.620196383
SEC61G	0.620030502
MKI67	0.619700914
IQGAP2	0.619192274
PTPN11	0.618585384
ALDH9A1	0.618354489
COPS7A	0.618109178
ARFGAP1	0.617916164
GGT7	0.617889339
NCOA2	0.617838657
RSBN1	0.617567166
YWHAE	0.617462258
SESN3	0.617051138
UBN2	0.617017871
PSME2	0.61667136
RHOT2	0.616390366
ME2	0.616374217
DYNC1LI2	0.616182867
AGTRAP	0.615824925
YIF1A	0.615608783
HINT1	0.615475013
EDC3	0.615022717
PAPSS2	0.614868414
PPAN-P2RY11	0.614838409
CNTN1	0.614762514
HMGB3	0.614528162
XRN1	0.614064472
UBE2R2	0.613041875
ATG2A	0.612504961
ZNF395	0.612417088
KDM4C	0.612224581
ARID2	0.611851014
TRIM11	0.611275842
TSG101	0.610193105
GORASP1	0.609692742
C9orf41	0.609410139
PRCC	0.609391424
SGSH	0.609166068
HOXC10	0.608567699
TULP3	0.608453305
OSBPL11	0.607928247
KAT8	0.607852889
NDUFB1	0.607672954
GTF3C4	0.607561248
SRP68	0.607249381
NCLN	0.60646725
CBY1	0.606128183
ERCC6	0.605508206
SAE1	0.605488996
NDUFS2	0.605011224
LEPR	0.604725756
PMPCA	0.604597362
HOOK2	0.604311593
CTNNBL1	0.603683207
B9D1	0.603456322
MRPL50	0.60344892
KIAA0922	0.603109847
PRPF19	0.602754395
ARL5B	0.602310986
RCL1	0.602158116
ANK3	0.602123052
KAT2A	0.600279461
HAGH	0.599346419
PLSCR1	0.59891453
MAGEF1	0.598698112
API5	0.598666574
SLC4A7	0.598018654
HDAC1	0.59776643
UBE2I	0.597673552
SLC25A17	0.597428737
PRPSAP2	0.5974066
FTSJ2	0.597359795
PDIA6	0.597293516
TUBA1B	0.596834391
SNAPC3	0.596243783
TRRAP	0.596008779
PRUNE	0.595972261
POLR3D	0.595842019
WRNIP1	0.595374694
MAPKAPK2	0.59521569
SSR1	0.594423056
RRP1	0.594234085
SLC25A32	0.594215361
TAF12	0.593537087
ZADH2	0.593488796
TMEM147	0.593372545
CASC3	0.593225812
TYMS	0.593049802
HEXIM1	0.592638404
C16orf62	0.592505441
ENDOG	0.59228682
PURB	0.591923648
EHMT1	0.591884468
MTMR6	0.591542649
TNRC6C	0.591535155
HMGN1	0.590902476
SNAPC1	0.59090197
RRP8	0.590869142
SSRP1	0.590623587
CRNKL1	0.590577418
CD55	0.590338028
SLIRP	0.589903893
10-Sep	0.5898613
CDC23	0.589778733
MARS	0.589516996
MTHFD1L	0.589248927
ADK	0.589244406
COPB1	0.589096997
GMNN	0.58854391
BEX2	0.58837537
DHX38	0.587900781
FLYWCH1	0.587874096
YIPF5	0.587446638
LRBA	0.586000784
ZNF22	0.58588981
NNT	0.585528819
FAT1	0.585513253
MDH1	0.585502023
SCRN2	0.585335531
NDUFAF1	0.585209221
AHDC1	0.584962501
AMPD2	0.584704623
ITFG1	0.584673991
ZFAND3	0.584583791
PHAX	0.584435681
FIBP	0.58409325
HSDL2	0.583888188
C22orf29	0.583526269
JPH1	0.583451034
ISCA2	0.58341648
PPCDC	0.583409128
PPM1D	0.583025997
CLTA	0.582805147
TMEM109	0.582607429
DNAJA1	0.582535763
LIPA	0.582209981
ZFYVE19	0.582199246
GCA	0.581756001
PDXP	0.581560842
HOXB9	0.581282515
AMBRA1	0.581157589
GTPBP8	0.580579193
MAT2A	0.580396838
DSN1	0.580341732
ERBB2IP	0.57986077
ATP6V1H	0.579751208
PIM3	0.579461582
CHDH	0.578992131
ERAL1	0.578806073
KIF5C	0.578803708
PACSIN3	0.577878049
ELP4	0.577683715
GLA	0.577591381
REPS1	0.576792537
DNTTIP1	0.576577424
YBX3	0.576344201
MAML1	0.576240013
DDX46	0.576132732
DDX5	0.576066967
AAGAB	0.575705917
DERL1	0.575676156
EIF3F	0.575281657
CAPRIN1	0.575141369
DLD	0.575048097
PCTP	0.57460001
METTL14	0.574452488
NCBP1	0.574447437
NCOA6	0.57437775
TADA1	0.574018135
RUFY1	0.572561969
PTPRG	0.572273808
POC1A	0.57221915
PFKFB2	0.571976859
MRPL30	0.57193582
KDM7A	0.571906348
BUB1B	0.571744863
EBNA1BP2	0.571721084
ARPC5	0.571348511
GGA3	0.570996322
ASXL2	0.57069112
RNF149	0.570071511
PSMD10	0.569350808
RP2	0.569187689
RIF1	0.569148047
SAP30BP	0.568961625
SPPL2A	0.568929518
HOXB6	0.568110241
METTL3	0.56809227
KCTD20	0.567835124
PET112	0.567647032
DDX39A	0.567429919
ZSWIM7	0.566388419
PPM1F	0.565918773
SRP54	0.565516702
AGPS	0.565215856
DDX54	0.565095531
RARS	0.56498969
CHORDC1	0.564736581
RPIA	0.564535077
CHD7	0.564386139
LZTFL1	0.564170305
IMPDH2	0.563362975
RAE1	0.563319505
FAM65A	0.562616342
PITPNB	0.561937367
NCAPH2	0.561802593
FLT4	0.561241232
DDX28	0.561122989
PELO	0.560769039
GBE1	0.560732162
ARL16	0.560714954
APMAP	0.560547774
NFAT5	0.560446221
CPSF3L	0.560114986
TMED2	0.55929696
PAPSS1	0.55888005
CTSH	0.558807781
ARHGEF40	0.558368291
SMNDC1	0.55812665
MID1IP1	0.557776008
MAP2K6	0.557741032
PDHA1	0.557701205
YKT6	0.557628749
STRIP1	0.557459471
ACO1	0.557374516
TMEM248	0.557191329
EIF3D	0.556908569
QDPR	0.556724551
AK2	0.556400791
ECHS1	0.556262541
PPT1	0.556253426
LLGL2	0.556090653
RFNG	0.556081381
WARS2	0.556052682
CHMP2A	0.555842187
KIAA1279	0.555293465
KPTN	0.555215157
CAP2	0.554871919
ZFYVE16	0.554832835
FAR1	0.554499058
C2orf69	0.554422147
WLS	0.553928846
ADNP2	0.553838994
TMEM43	0.553786605
ERMP1	0.553234793
DHDDS	0.553050599
IPP	0.552743095
CHMP6	0.55270578
PAN3	0.552425566
NEK7	0.552411929
CHMP3	0.552227275
GOLPH3	0.551672634
DYRK4	0.551195756
ASB8	0.550976156
FGD1	0.55091502
C1orf35	0.550757349
PDHX	0.550452746
ATPAF1	0.550044747
AGO1	0.549871836
DDX52	0.549471783
SFXN1	0.549291954
SMYD5	0.548901155
GPR180	0.54889855
ZMYND8	0.548620654
FH	0.54845997
ARL6IP1	0.548194582
UTP14A	0.548096199
LAS1L	0.547956996
GSTM3	0.547662206
TUBGCP4	0.547567637
CUL4A	0.547487795
ZW10	0.54723006
RBM26	0.547190177
SNRNP35	0.546603623
CADM4	0.546534937
CASP6	0.546488353
RNF103-CHMP3	0.545986617
MBOAT7	0.545905025
RRAGC	0.544698631
UFD1L	0.544490087
B4GALT5	0.543593535
RNASEH2C	0.543165115
KIFAP3	0.543130137
MVK	0.543053645
CKAP5	0.542968412
STX12	0.541896497
MGST3	0.541802153
SLTM	0.541631429
SLC16A1	0.541230571
NBR1	0.541108211
PITHD1	0.54071493
AIMP1	0.540651445
VDAC1	0.540568381
ATP6V1B2	0.540292835
PTPLAD1	0.540124765
CLIC4	0.540077006
APEH	0.539899073
KLHL21	0.539539778
COG1	0.539399923
NOP14	0.53933685
MAP2K2	0.538999546
BCL11A	0.538739484
APBB1	0.53842958
NUCKS1	0.538156323
NDUFA11	0.537926482
SPA17	0.537845213
ARFIP2	0.53760502
MORC2	0.537243432
FAM32A	0.537202371
RBM33	0.537018788
CCNA2	0.536959569
NR3C1	0.536915326
POLE	0.536874332
ATP7B	0.536703442
RAB7L1	0.536660515
THOC7	0.536338763
ARAP1	0.53633439
MAN1A1	0.536305407
MEF2A	0.536251086
CBX4	0.536203189
RPS6KA5	0.535300573
DPAGT1	0.534425553
TMEM63B	0.534038566
C3orf38	0.533998963
FAM169A	0.533925345
STC2	0.533914895
UTP11L	0.533429916
ESD	0.533381949
ZNF598	0.533342332
KIAA0101	0.532871071
KLC4	0.532607096
FBRS	0.532287961
OXSR1	0.532235619
XPNPEP1	0.532234258
ANTXR1	0.531808034
RNMTL1	0.53162864
ZNF367	0.531133084
FDFT1	0.530947974
VKORC1	0.530656376
UFL1	0.530565834
RNF113A	0.530480727
RNF166	0.530400303
EFNB2	0.530268628
PPP2R5D	0.530233558
C4orf29	0.530212297
PTRH2	0.529909073
PSMG4	0.529859894
PTGES3L-AARSD1	0.529648805
LIN28B	0.529517225
ASXL1	0.528816708
ZNF787	0.52822654
TBC1D7	0.528217006
ATP5F1	0.528153058
AP5B1	0.528109399
LRCH2	0.528082524
TTI2	0.527642766
PPP1R13B	0.527378242
HSPA13	0.52735964
SNX3	0.527270532
MGA	0.527180739
EIF2B1	0.52712374
PPRC1	0.526166791
COPS5	0.526160487
PIN1	0.525504267
FIP1L1	0.525388456
GTF2H3	0.525040303
CIAO1	0.524924072
SCPEP1	0.524556173
RANGRF	0.523950022
SC5D	0.523692793
PRPSAP1	0.523477833
USP9X	0.523361338
ATG7	0.523246716
LPCAT3	0.523186303
BIN1	0.523160669
NDE1	0.522592356
FBXO3	0.522387332
NDUFA9	0.522359268
CHCHD1	0.522341993
TANC1	0.521709354
PLXNA2	0.521537121
ABHD10	0.521501346
TGFBR1	0.521177992
UBE2B	0.520880534
ITGAV	0.520861543
C16orf59	0.52045896
SESTD1	0.520217652
NQO2	0.519964752
ELMO2	0.519716476
IMP4	0.519295906
PSIP1	0.519211439
SLC25A4	0.519014317
SGPP1	0.518599383
SGTB	0.518421645
NDUFA1	0.51791169
PEA15	0.517873802
TERF2	0.51786518
ATP5A1	0.517481807
GART	0.517355103
PLAGL2	0.51701317
FZD8	0.516845333
PCSK5	0.516575526
SLC26A11	0.516418642
SMIM12	0.516265549
TMED5	0.516046339
MIPOL1	0.515731499
PAAF1	0.515575625
LONP1	0.515529867
MMACHC	0.515518892
PCSK1N	0.515421567
RMND5A	0.515420226
PEX3	0.515193465
PRPF4	0.514889572
LDLR	0.514845097
G3BP2	0.514712363
PEX16	0.514468928
SCYL1	0.514025626
FDX1	0.513679424
MSX1	0.513365391
STK39	0.513301516
C11orf49	0.513125895
TSTA3	0.513106367
MGARP	0.512572382
SNIP1	0.512483983
USP20	0.51196067
RCAN1	0.511500339
HOOK1	0.511135212
HSPA4L	0.510873763
MMS19	0.510793547
PREPL	0.510579102
COG4	0.50994143
C12orf57	0.509583822
SEC22B	0.509525041
CSNK1A1	0.509333925
ECHDC1	0.508055568
RAN	0.507846251
GUCD1	0.507702131
RFC2	0.507252062
CLP1	0.506198106
BRF1	0.505599104
ACACA	0.505490383
PRKDC	0.505439762
TSR2	0.505282081
SAMHD1	0.505184261
NEK2	0.504329141
MED6	0.503606625
RPAP3	0.503393374
MRPS27	0.503174109
LIG3	0.5020298
PUS7	0.501941473
PSMA1	0.500681355
USP7	0.500677761
SSH2	0.500366492
CAMKMT	0.500246918
RGMA	0.499746498
RASEF	0.499696562
SPTLC2	0.499555166
FAM122A	0.499536912
FAR2	0.499532594
SLC25A20	0.499499294
SHCBP1	0.499451551
ILK	0.499385545
RABIF	0.499379943
AGPAT2	0.499364356
CPSF4	0.499342635
E4F1	0.499321528
ASNS	0.499318978
PAM16	0.499240554
NDUFB5	0.499226386
RBX1	0.499225313
RNF114	0.499224459
UBAP2	0.499216132
MRPS33	0.499211754
PRICKLE3	0.49920333
JAK1	0.49919365
MLX	0.499172835
MCAT	0.499093368
ZNF746	0.499077928
TRAFD1	0.499064449
CHCHD4	0.499058234
ATG9A	0.498965881
SMARCC2	0.498831756
ANKRD10	0.498820204
TRIM23	0.498819399
RIPK1	0.498805857
SEMA3C	0.49842575
ETFA	0.497363076
DYNLL1	0.496049786
CRK	0.494590173
ACAT1	0.494403775
SOD1	0.494392363
SNRNP70	0.494342138
GRSF1	0.494221803
FPGS	0.494180233
ADAM17	0.494049383
PRIM2	0.494016289
ARID1B	0.492962686
ZNF609	0.492937259
ATF2	0.492772246
AP4B1	0.49244384
ELF1	0.492406734
BCL2L12	0.492125041
MRPL14	0.49205538
EXOC2	0.491975613
BRK1	0.491794576
LTA4H	0.491166516
REXO2	0.491012075
STAT1	0.490789106
LEPREL4	0.490387322
KIAA1522	0.490325627
RPS8	0.489381145
CEP68	0.48922284
NKAP	0.489214594
MIIP	0.489089841
HMGCS1	0.48890891
EMC10	0.488891996
LAMTOR5	0.488203141
GLRX2	0.488124521
DDX31	0.488119349
RRM1	0.488031244
DHCR24	0.488019228
GTF2F2	0.487940477
RIOK2	0.487888065
RFXAP	0.487508051
C19orf44	0.487312566
PIP4K2A	0.486924953
SUPT4H1	0.486416398
CASK	0.486311102
RPL8	0.486216189
CEP170	0.486033767
DHPS	0.485912829
PDP1	0.485189366
CRTC2	0.485133626
SMAD1	0.48504896
ARPC2	0.484711027
RABGAP1	0.484087108
C12orf5	0.48393258
CHD1	0.483901618
NEU3	0.483869051
GSKIP	0.483150999
GJA1	0.482012163
GPR75-ASB3	0.481818503
CPSF3	0.481687829
C3orf14	0.481550078
BCL2L13	0.481327167
RNF20	0.480873341
HDAC7	0.480862135
NDUFS1	0.480426602
MAN2B2	0.480147596
ARFGAP2	0.480116037
ABHD17B	0.479627294
ZNF768	0.479574314
CDK5RAP1	0.479496262
NAA20	0.479490002
HEATR3	0.479302169
COG8	0.479276121
GNB2L1	0.479230736
BCKDHB	0.478925364
ZCCHC12	0.478468399
YIPF2	0.478115296
ATP1B3	0.478006838
TTYH3	0.47771724
CCT6A	0.477369059
SNX6	0.477224297
PLD2	0.476853507
GPSM2	0.47677564
SFT2D1	0.476378083
MYEF2	0.476327809
TECPR2	0.475919741
NUP153	0.475507226
CKAP4	0.475441567
SBNO1	0.474829637
SON	0.474328024
RPS23	0.474159656
SNAP29	0.473983294
PICALM	0.473818253
PCLO	0.473140454
PGM3	0.472804065
PUSL1	0.472741014
PYGO2	0.472361061
MOCOS	0.472189854
EIF2S3	0.472146539
MAD2L1	0.471796958
MED8	0.471455294
TMED1	0.471332997
ANGEL1	0.470742496
MINPP1	0.470727994
DDOST	0.470725644
FAM160B1	0.470721632
HERC3	0.470712682
UGGT1	0.470644669
GABPB1	0.470570568
RBM4B	0.470487544
ACSF3	0.469681715
TMEM14A	0.469456079
SNAI2	0.469308439
JMJD4	0.46857085
SLC27A4	0.468282024
C9orf114	0.467937291
ZBTB7A	0.467748927
ARMC5	0.467730393
ALDH3A2	0.46768258
ISOC1	0.467053011
CSE1L	0.466768021
ANKRD28	0.466299191
MTMR1	0.46600955
EIF2B4	0.465870787
KIN	0.465756038
DUS3L	0.465559275
GDAP1	0.465539197
PLOD2	0.465497681
TSN	0.465324354
MSH2	0.464916691
PATZ1	0.464197112
ATP5C1	0.46385137
ANKRD46	0.463536844
PPA2	0.463443658
ZNF330	0.463413204
MTG1	0.46325149
DNAJB6	0.46320129
AGO2	0.462825398
ANP32A	0.46272953
C12orf43	0.462394808
UBL5	0.46223286
SLC38A2	0.461709439
UBE2G2	0.461594256
ACVR2A	0.461580085
UBE2Q1	0.461532713
PCGF2	0.461407462
SERPINF1	0.461141634
ERCC4	0.461133914
HDLBP	0.460976165
ZNF618	0.460876688
CINP	0.460846153
ENY2	0.460787639
ZNF35	0.46056507
MAP7D2	0.460342124
MKS1	0.460077553
CAMK1	0.459936769
SMAD5	0.459603052
NDUFA10	0.459417938
PPP6R3	0.459116158
IP6K2	0.458949944
CDCA7	0.458863376
PUM2	0.457800713
SYNGR1	0.457796642
PIP4K2B	0.457501592
ACADSB	0.456954888
BARD1	0.456857675
SPTLC1	0.456852347
BLOC1S2	0.45680286
RPL23	0.456795822
FARS2	0.456593064
HSDL1	0.456060272
COBLL1	0.455625033
ELOVL1	0.455616206
WDR55	0.455594497
NUDCD3	0.4555882
JAM3	0.455463808
SMARCAD1	0.455355418
ORC6	0.455307122
GOPC	0.455256537
PTTG1IP	0.455184367
PHF5A	0.454979763
OSBPL2	0.454283798
WDR81	0.454062656
SRP19	0.453919172
RPP30	0.453916936
CAMK2G	0.453905221
TBC1D23	0.453632976
ZFYVE27	0.453441668
SCNM1	0.45342765
XRCC6	0.452930708
AUNIP	0.452141217
CSPG5	0.451568321
STAT5B	0.450961661
PIGO	0.450928971
RCCD1	0.450797262
PDIA5	0.4507031
NPRL2	0.449899114
RPL18	0.449657443
MANF	0.449561375
ACOX3	0.449470996
USP39	0.449449612
PSRC1	0.44908498
NDUFA12	0.448882288
FLOT2	0.448781701
ADH5	0.446726459
DNAJC11	0.446205843
LARS2	0.446068155
NUP160	0.446040258
LDLRAP1	0.446006477
CYC1	0.445863183
PISD	0.445860423
SNRPF	0.44558883
ACSL1	0.44519947
WEE1	0.445160556
NEDD4	0.44488331
TXN2	0.444760257
PDZD11	0.444736432
CDCA7L	0.444532389
VPS4B	0.444327407
RNF128	0.443796492
AFF4	0.443675394
RBM8A	0.442918604
IGF2BP3	0.442391916
BIRC6	0.442300454
POLDIP2	0.442068
MRPS18C	0.441666442
SMARCA1	0.441656917
ORMDL2	0.441426484
PIGT	0.441312211
RPL22L1	0.441086251
RALY	0.440804724
FAM104B	0.440246109
INPP5B	0.440211312
UMPS	0.440029813
ANLN	0.439763355
CHTOP	0.43950336
COLGALT1	0.439322151
SACM1L	0.43930387
MED22	0.43925597
ANXA4	0.439152616
TTC7A	0.439111634
UTP15	0.43816836
EXOSC1	0.438096785
RAP2C	0.437753367
FAM213A	0.437750422
PHB	0.437708489
POLH	0.437405312
TOMM70A	0.437327332
OTUD3	0.436962255
FOPNL	0.436928029
NAGK	0.436665697
FMR1	0.436621148
PSMC5	0.436536559
TFIP11	0.436526922
GIT2	0.436383129
KIF4A	0.436339885
MRPL35	0.436277246
AP3M1	0.435779346
TIPARP	0.435404052
KIAA1244	0.434882311
POLRMT	0.434585896
MAP7D1	0.434373441
PPP3R1	0.433973649
OVCA2	0.433383352
DUS2	0.433367236
GBAS	0.432795203
STOML2	0.432632312
TMEM199	0.432602349
CPNE1	0.432582774
ZNF771	0.432135918
E2F8	0.432128601
NXF1	0.432015437
CLCC1	0.431988536
TIA1	0.431812207
WDR4	0.431167239
SLCO4A1	0.430765999
TSR3	0.430710508
DEDD2	0.430675339
TAF1B	0.430441735
POLE4	0.429833965
DHRS7B	0.429729783
GRHPR	0.429697525
ALDH1A2	0.429573592
COA4	0.429473107
STK38L	0.429347486
AQR	0.42933057
KLHDC4	0.429196771
BUB1	0.42877161
GLUD1	0.428760359
SLC25A13	0.428719071
HMOX2	0.428554032
CEP72	0.427766259
NYNRIN	0.427421224
ZFAND6	0.427040098
STX17	0.42638705
DLG3	0.426036498
FERMT2	0.425870891
HDAC6	0.425628911
SETD7	0.425579483
POLR3B	0.425511142
NAT9	0.425473618
CSTF1	0.425331443
FUNDC1	0.425162658
FAF1	0.425017929
ESPL1	0.424264929
TBX2	0.423888417
SLC16A10	0.423177888
OGFR	0.423166618
FAM58A	0.423136344
NCKIPSD	0.422699629
IFIT5	0.422474088
TGFBRAP1	0.422295053
PANK3	0.4222926
TMEM55B	0.422289263
ASB3	0.421940762
ING4	0.421666238
FDXR	0.421550806
FBXW9	0.421502163
LSM3	0.421239032
CKS2	0.421182751
IVD	0.420952616
TPRG1L	0.420863215
DUT	0.420817072
LSM4	0.420622155
COMT	0.420272519
VPS51	0.420246446
ARRDC4	0.420026651
WDR70	0.419803242
SERPINB6	0.419638484
DNAJC8	0.419032408
GTF2E1	0.419010044
TTLL4	0.418543891
COMTD1	0.417649469
PXK	0.417434667
POLA1	0.417216191
STK38	0.41676218
H2AFY2	0.416693646
INSIG1	0.416479192
C2orf49	0.416240581
MTM1	0.416126737
CENPV	0.415949227
IFI30	0.415906331
SPAST	0.41555861
ANAPC16	0.415486029
ZCCHC3	0.415299593
PGM2	0.414679288
GGA2	0.414075542
ARL1	0.413862188
L2HGDH	0.413819007
MRPL11	0.41354309
OXCT1	0.413533461
TMEM192	0.413406045
THOC6	0.41337445
SMCHD1	0.413121454
COG2	0.412900446
LARP1	0.41278277
CROT	0.41219475
MYO1B	0.412010141
NUPL1	0.411027062
WBP11	0.410936601
TIAL1	0.410188882
HOXD13	0.4097547
CPVL	0.409578199
TIGD5	0.409133448
CLINT1	0.408965241
SF3B14	0.408953364
MOCS3	0.408714501
SRR	0.408568857
SPC25	0.408262825
NT5DC1	0.40816789
APBA2	0.408084739
XPO4	0.407961982
ZNF335	0.407824009
HELZ	0.407704532
ABCD3	0.407567985
HSPE1	0.407315799
VIMP	0.407286515
CRYZ	0.407028068
TMEM179B	0.407020376
TRIM3	0.406674026
COPS7B	0.406329433
CNOT3	0.40627596
FAM210A	0.405930068
PPP1R8	0.40491302
TOR2A	0.404549484
EPS15	0.404494005
SLC15A4	0.404226117
SCARB2	0.40394786
AP3D1	0.403675437
CDC25C	0.403207372
ZNF511	0.402491555
BRI3BP	0.402423692
SRSF6	0.402168775
KLF12	0.401677608
DNAJC12	0.401543142
NTPCR	0.401071023
HNRNPLL	0.400694011
DYRK3	0.400666318
FAM177A1	0.399712083
PMM2	0.399530913
AFAP1	0.399516914
BMS1	0.39946683
OCRL	0.399329382
QARS	0.399216148
TAF10	0.399114272
KCTD15	0.398307861
MTOR	0.39823402
UFC1	0.39821068
ZAK	0.397986407
DIP2C	0.397932022
JADE1	0.397514672
NUB1	0.397297084
PRKCI	0.397107911
MRE11A	0.396494559
NAA38	0.396459358
FBXL12	0.395895606
UNK	0.395197434
ABCB7	0.395076582
BBS4	0.394997939
PRKAR1B	0.394878106
SWAP70	0.394631289
ABCF2	0.394256035
ZSCAN25	0.394003799
ULK1	0.393715423
ZNF507	0.393690764
GAL	0.393680286
GNAI3	0.393524194
SEC14L1	0.393446791
DDX27	0.393397004
MRPS25	0.393053264
TOMM22	0.39261406
TXNDC9	0.39251093
PLAA	0.392446795
ACSF2	0.392408413
PRKAB2	0.392227616
GGCT	0.392097422
DKC1	0.391843553
DARS2	0.391735808
UBLCP1	0.391561004
CAMTA1	0.390901859
MFSD10	0.390723233
