Gene name	log2(TE)HELA
BTBD1	-0.19189791
DPP8	-0.191839178
ASAP3	-0.191834954
MFSD5	-0.191792719
RBMX	-0.191298652
POC5	-0.190942783
SAMD9	-0.189214173
CRTC1	-0.188171601
EZH2	-0.187898907
ABCC1	-0.187013557
CDCA8	-0.186158991
ZNF32	-0.18557401
AAAS	-0.183972203
RABEPK	-0.181983022
ADIPOR2	-0.181782907
IFT140	-0.180963273
EFHC1	-0.180778213
DBR1	-0.179236348
TYMP	-0.177594222
CTNS	-0.177147659
PANX1	-0.176674121
MAU2	-0.176624176
ACSS2	-0.176622686
YTHDF1	-0.175171945
METTL10	-0.174882381
ZADH2	-0.174476094
ACTR6	-0.174399208
CBX8	-0.174359725
CLK1	-0.174275216
BDNF	-0.173992097
TFAP4	-0.173784078
COL18A1	-0.173250827
GPAM	-0.173224746
QARS	-0.173202493
NR2F2	-0.172534927
WDR19	-0.172180975
BDH1	-0.171824534
EIF2AK3	-0.17140393
EOGT	-0.171296562
HEATR1	-0.17056013
ERC1	-0.170247499
FASN	-0.169708601
PTPLA	-0.169123281
SUV39H2	-0.169022779
DIP2B	-0.168876912
ATRN	-0.168106402
MOGS	-0.167638463
TAF1B	-0.167479914
TMEM168	-0.167474502
UBE2Q1	-0.167075341
ERLEC1	-0.166978921
TARBP2	-0.166697823
RPLP0	-0.166009951
RIOK1	-0.165878168
FBXO42	-0.165725953
FAM118A	-0.16567803
GPR180	-0.165673159
WFS1	-0.165533232
DUS2	-0.165290119
ALG3	-0.16457838
MIS12	-0.164561574
MAP3K1	-0.163498732
UBXN6	-0.163146182
C1GALT1	-0.162938571
PER1	-0.162410317
UBE2N	-0.162176978
KDM6A	-0.161839031
ZNF644	-0.161657385
DYNC2H1	-0.161488869
MON2	-0.159921816
ABI2	-0.159645263
SMC4	-0.159534601
SLC25A3	-0.158985659
TUBA1C	-0.158911216
ADAM12	-0.158805063
NDUFS8	-0.158310025
DGCR14	-0.158234591
FUOM	-0.158085382
KCNK1	-0.157771879
ATP6V0C	-0.157637926
URGCP	-0.157352682
HELZ	-0.157306375
LIG4	-0.156932981
SUPT6H	-0.156332491
NARG2	-0.155541083
COL3A1	-0.155488716
ABHD10	-0.155104614
ZBTB33	-0.154736648
PSME4	-0.154455673
PLK1	-0.153459508
TLN1	-0.153083913
CDC16	-0.152709431
GGA3	-0.152449679
CENPL	-0.151886177
MFSD1	-0.151476466
NAE1	-0.151298846
STIL	-0.151023002
CSNK1E	-0.15096098
ERCC6	-0.150460457
GULP1	-0.150166435
TSC22D2	-0.150004901
ATP6V1F	-0.1493616
WAPAL	-0.148935136
CTR9	-0.148890284
MAPK9	-0.148872676
PITHD1	-0.147969362
MADD	-0.146083532
GCFC2	-0.146078259
SMAD1	-0.146006375
NUPL2	-0.145526653
YTHDC2	-0.145095435
CNPPD1	-0.144795294
TOP2A	-0.143803531
SZRD1	-0.143287928
EYA1	-0.142788872
ZCCHC11	-0.142415353
ARHGEF2	-0.142065197
TMEM5	-0.141670074
CACHD1	-0.141569092
DESI1	-0.141551962
GTF2F1	-0.140838808
MIIP	-0.140630695
HADHB	-0.139783124
QRSL1	-0.139315576
NPLOC4	-0.139098805
UBXN11	-0.138808877
LOC81691	-0.137746832
FAM129A	-0.137503524
PTPRJ	-0.137464617
TRMT61B	-0.136924908
ABCC4	-0.136850868
EIF5B	-0.136835281
TDP1	-0.13582108
FAM69A	-0.135273455
SYNJ1	-0.135106024
RNF111	-0.134880555
SGSH	-0.134874295
NAA40	-0.134235961
TRIM32	-0.13421661
MAP3K4	-0.133758086
CRIM1	-0.133357556
SECISBP2L	-0.131320196
C19orf24	-0.131146674
MZT2B	-0.131134469
ITFG3	-0.130060541
PRCC	-0.129795959
LRP6	-0.129184007
METTL17	-0.129111496
FOXP4	-0.128811557
STK17B	-0.128642151
IPO4	-0.128630498
UHRF1BP1L	-0.128577114
SLC18B1	-0.127527913
LEPREL1	-0.127379306
NECAP1	-0.127354632
PSEN1	-0.126922457
RAP1GAP	-0.126823041
BASP1	-0.126747099
NDEL1	-0.125567083
PUM2	-0.125305355
COBLL1	-0.125077133
CDON	-0.124736228
ZNF407	-0.123328294
RNASEH2B	-0.121292869
SEC24A	-0.121203179
CNST	-0.121174751
HMG20B	-0.12056584
IVNS1ABP	-0.119704678
ITM2C	-0.119687274
PLOD1	-0.117955011
AKAP8L	-0.117897011
CKB	-0.116978374
PUS1	-0.116312352
FBLN5	-0.116001421
BIRC6	-0.114700949
MIPEP	-0.11417102
VCL	-0.113296918
ZFYVE19	-0.111912617
RBM6	-0.111031312
KIF16B	-0.110387396
NOC3L	-0.110248989
TOR3A	-0.109718741
MECOM	-0.109404895
SLC2A12	-0.109085116
COPS5	-0.107951548
AMZ2	-0.107915339
CCDC9	-0.107180089
SPIRE1	-0.106499621
ZBTB14	-0.106165557
DTX3	-0.105686071
SRSF2	-0.104564313
EXD2	-0.104306351
PPAP2A	-0.104302666
PDE4D	-0.104238554
BICC1	-0.104140442
KAL1	-0.10329307
SMG9	-0.10237363
SLC12A7	-0.102151209
SUZ12	-0.101710939
TRAPPC10	-0.100899788
UBAC1	-0.100755712
ERCC3	-0.100017294
C5orf15	-0.09898523
FAM83G	-0.098707947
ELL	-0.098563834
SLC25A1	-0.097173036
DDX41	-0.097037408
POLD1	-0.096569822
RRAGC	-0.096352672
PODXL2	-0.094105397
ATG13	-0.093956603
NVL	-0.093638931
DIAPH3	-0.093274388
CXXC5	-0.092812278
EIF4B	-0.09230813
HIPK1	-0.091936958
HSF2	-0.091028035
CTDP1	-0.090665139
SLC39A6	-0.090513859
TGFBR1	-0.090501862
FANCE	-0.089929986
SEMA3A	-0.089498151
DUSP14	-0.088994404
TDG	-0.088422399
ARHGEF40	-0.087825981
HEATR6	-0.087755246
ACKR3	-0.087282804
DUSP1	-0.087090907
FAM129B	-0.086551422
TICAM1	-0.086137444
RIF1	-0.085764554
RNF40	-0.085368452
TRAPPC9	-0.085189741
NDUFA9	-0.085169579
GFER	-0.08495647
NCKAP1	-0.083700969
TES	-0.083419182
PXMP2	-0.081848443
SLC16A3	-0.081620178
DHX57	-0.080750316
FAM96B	-0.080387832
1-Mar	-0.079867664
OLFM1	-0.079362342
FOXRED2	-0.079150947
TNFAIP2	-0.078161422
RPL7A	-0.077877166
MFN2	-0.077199201
PIK3CA	-0.077182608
ENOSF1	-0.074388698
CNIH4	-0.073808628
P4HA3	-0.073063462
KLHL20	-0.072947989
ANO4	-0.072931522
C17orf53	-0.072805308
ZFP91	-0.070536429
ELAC2	-0.070505632
EEF1E1	-0.069765165
KAT2A	-0.06957199
STT3B	-0.069250415
NCAM2	-0.068115025
U2SURP	-0.0662156
MICAL1	-0.065837813
GPR107	-0.065604554
REXO4	-0.065040973
WRNIP1	-0.06502516
CNTNAP1	-0.064521506
TGFBR2	-0.064351726
NEDD1	-0.064240186
DAAM1	-0.064018721
PHKG2	-0.062524254
PLIN2	-0.06248413
DOCK4	-0.059413486
MALT1	-0.058274444
NUDCD2	-0.058127829
SLC7A2	-0.058124938
ASPSCR1	-0.058102955
GLT8D1	-0.056624408
WDR73	-0.056373836
SAP130	-0.056237496
TBC1D10B	-0.055330706
INTS6	-0.055264019
RAPGEF6	-0.054872637
CSTF3	-0.054775306
PPA1	-0.053155119
RCOR1	-0.053121852
FLII	-0.052769587
ELMSAN1	-0.05085637
GMPPA	-0.049463342
TLN2	-0.049327712
TBK1	-0.048673847
IFT172	-0.048590738
RRP1B	-0.047170471
LEPRE1	-0.045990904
WDR26	-0.045831276
TNFRSF21	-0.045579715
DNAJA3	-0.044100505
ABCF2	-0.043598537
DDX51	-0.043480319
RPUSD1	-0.043332039
SNX19	-0.042885813
C5orf34	-0.042291722
RAB9A	-0.042247145
EEF1G	-0.042140233
TWIST1	-0.042091333
ZNF521	-0.041820176
MED16	-0.041126192
ZNF251	-0.041105203
BMPR2	-0.041066994
ENDOG	-0.04097332
SLC30A9	-0.040967248
MTRR	-0.040082793
SLC52A2	-0.039633722
ZNF33A	-0.039279988
KCTD3	-0.039275149
LAMC1	-0.038319507
CNOT7	-0.03830221
CCND3	-0.03796785
RNF150	-0.037952716
KIAA1033	-0.03755411
ZNF629	-0.037192909
FOCAD	-0.036016628
PCNP	-0.03562391
RPL17	-0.035262856
PHF3	-0.034887462
FASTKD2	-0.034551076
SLC25A28	-0.034361483
BRF2	-0.032421478
TCP1	-0.031789147
NUP214	-0.031501143
GTPBP1	-0.030966351
CPD	-0.030759952
RWDD2B	-0.030717657
UBR3	-0.030660553
E2F7	-0.02955148
EPHA2	-0.028825042
GALNT2	-0.028340695
TIMELESS	-0.028320778
ALKBH3	-0.027202458
SSX2IP	-0.02666795
SPOP	-0.025962721
STAG2	-0.02476082
RANBP9	-0.024539699
BOD1L1	-0.024372715
ARHGEF10	-0.024115377
WDR45	-0.023610215
NFATC4	-0.022825805
ACOX3	-0.022394522
USP1	-0.022151051
ATAD3A	-0.021767815
MPP6	-0.021398679
EIF4A2	-0.020761807
ASUN	-0.020703843
PER3	-0.020673568
PINX1	-0.019808481
ACP2	-0.018830624
SET	-0.018754946
DPH1	-0.018362397
TBCCD1	-0.017382078
ZFP36L1	-0.017333763
AASDHPPT	-0.017263894
HDLBP	-0.016558899
ARFGEF2	-0.01596044
TRIM24	-0.01561293
APPBP2	-0.014491003
UBAC2	-0.014232556
STYX	-0.013441355
PLTP	-0.013307973
KLC4	-0.013124022
KIF14	-0.012750916
ALG2	-0.01222285
SPICE1	-0.011958464
MED14	-0.011398756
MMS22L	-0.011123378
STK32C	-0.010844246
MRPS5	-0.010840748
FCHO2	-0.010783676
COL1A1	-0.010534388
TMEM115	-0.010404754
LACTB	-0.009071682
STUB1	-0.007905198
SMARCA4	-0.007766883
NMT2	-0.006640725
SLC17A5	-0.006093758
RGP1	-0.006066001
ATRIP	-0.005793964
MIDN	-0.005747797
SLC25A36	-0.005611181
TKT	-0.004934968
IFT122	-0.004651358
KRI1	-0.003065
POLR1B	-0.000888633
SNAP47	-0.000390498
MAN2B2	0
PRELID1	0.000897757
SLC35A5	0.001009231
CLIP4	0.00113598
DLG1	0.001194037
ENO3	0.001551007
USP33	0.001792168
ALKBH8	0.001820436
DCTN1	0.00238356
SASS6	0.002897949
AUTS2	0.003488986
ATR	0.003499565
AOX1	0.003713503
WDR25	0.003727896
PRUNE2	0.003873009
HENMT1	0.00446754
CERS5	0.004646365
RNF220	0.005185825
ZNF180	0.005217709
OBFC1	0.005433886
PIAS3	0.0063499
KIAA0196	0.007012844
CAPN7	0.007075517
CHRNA5	0.007099392
CDKN2A	0.007387509
AP1G1	0.008002124
RPL18	0.008221138
YIPF2	0.009068831
RHOT1	0.009092646
RPIA	0.010285229
NOA1	0.011075157
MPG	0.012168846
PRSS21	0.012435255
RNF219	0.012490944
FLYWCH1	0.012510058
CLOCK	0.012778605
ASB1	0.013826691
FAM50B	0.01440649
RPGRIP1L	0.014797002
SIPA1L3	0.014906207
RAB34	0.016240641
TTC14	0.016336424
LONP1	0.016462172
ADAM19	0.016597946
OXSM	0.016614714
EHBP1L1	0.017286272
ATG16L1	0.017761439
MUM1	0.017991754
GRK5	0.018081315
UAP1L1	0.019124655
CLCN3	0.019608285
DENND4C	0.019727695
CDKN2AIP	0.019802008
XPOT	0.01988537
WIPF1	0.020152258
MASTL	0.020395221
USP48	0.020464103
CD109	0.0213567
CLSTN1	0.021676083
HADHA	0.022221822
TMEM2	0.022465778
UIMC1	0.022708156
GAA	0.024468996
ZNF768	0.025305089
TBC1D31	0.0257422
EMC1	0.026741443
ZNF346	0.027126411
TRIM47	0.02725957
ESRP2	0.027331982
PDE2A	0.027690226
CSNK1D	0.027989097
ATG2A	0.028658763
SPSB3	0.028758993
TFG	0.02914979
NEDD4L	0.029512225
ENPP1	0.029859289
C8orf59	0.029892784
AXL	0.030014652
JAK1	0.030259454
HECTD2	0.030373649
CDK2AP1	0.030464352
ARIH2	0.030474645
SIK3	0.030521945
P2RX5	0.031104083
ZNF7	0.031831298
TMCO4	0.031840079
MRPS17	0.032016227
POLR3E	0.03218777
NAA25	0.032222915
RB1	0.034068801
SNAPC1	0.034285055
ABHD3	0.034494554
BBS4	0.036159663
SEC11C	0.036858511
SMC2	0.037154992
AKAP1	0.037563413
IQCE	0.038474148
RIT1	0.038763617
RSBN1L	0.038834394
TUBGCP2	0.039154341
ATE1	0.039265946
APMAP	0.040995543
ATP9A	0.041729447
GMDS	0.043411357
CSNK1G1	0.043541427
CDCA7	0.043905749
IRF3	0.044645447
DAZAP2	0.04498806
ARPC4	0.045016894
WDR5	0.045273763
CAP2	0.045464032
OSBPL9	0.045721376
CENPT	0.046687933
ZXDC	0.046716499
NUP188	0.046725937
MTCH2	0.047019855
RUNX3	0.047165108
ANKS1A	0.047603055
PRNP	0.047850378
MID1IP1	0.048776945
UGP2	0.048805176
EMC3	0.049643868
MTHFD1L	0.049980482
TAB1	0.050030877
RNF212	0.050269992
RPAP1	0.050318953
IFT81	0.052378119
ENSA	0.053417272
PLP2	0.053743054
ADCK3	0.054389955
ZNF217	0.054852865
YY1	0.056416796
POLG2	0.056902391
BCAR1	0.057715498
KIF1B	0.058087356
CSRP2	0.058601266
EFR3A	0.059687423
RUFY1	0.060637943
AFG3L2	0.060968017
ILF3	0.061014016
DMTF1	0.061091583
APOPT1	0.061180708
PEX16	0.061570412
CEBPZ	0.062007848
YIF1A	0.06277206
PFKL	0.064697792
RARS2	0.064734972
PRKAR1B	0.065000098
CDK2AP2	0.065034825
CMTR1	0.065997559
HDGFRP2	0.069061679
RBFA	0.069165338
MYH9	0.069334443
WDR20	0.069834552
EXOSC8	0.069857066
ARMC8	0.069860319
DUSP16	0.069872696
SORBS3	0.071330114
IFNGR1	0.071522138
MED23	0.071769034
AIFM2	0.072691589
FNDC3B	0.072862873
ZC3H7A	0.07394396
TEX30	0.074099583
CARS	0.074319991
FZR1	0.074338093
EMP2	0.075247468
ARID2	0.075288127
UAP1	0.075318808
ITGA6	0.076847016
NAPRT1	0.077275713
MCPH1	0.077669149
C15orf39	0.079159538
TSC1	0.079702372
C1orf43	0.079931434
KPTN	0.081418794
NDUFAF7	0.081962309
GLE1	0.083947767
RAB24	0.084536548
PDGFC	0.084832585
RBM33	0.085288204
ATP7A	0.085416465
ENG	0.085437587
FYCO1	0.085782171
TCTN2	0.085900073
ANKZF1	0.086061439
FGD1	0.08655782
GRINA	0.088348268
PPA2	0.089284269
MPC2	0.089375807
ABHD5	0.089592064
CHRAC1	0.089943199
PUSL1	0.090839231
ADPGK	0.091871324
KRIT1	0.093036154
SUGP1	0.093263794
RAB31	0.09384957
COMMD6	0.093914371
TMEM55B	0.094047325
RABAC1	0.094090687
TMEM208	0.094151438
SAP30	0.094327383
SCCPDH	0.094879391
EFTUD2	0.094962758
ANKRD17	0.095705581
TUBA8	0.09648235
HEATR5B	0.097217699
FBXL2	0.097356375
HDAC3	0.098321156
TRAM1	0.098453246
BMS1	0.098494036
CENPA	0.098697675
EHD4	0.098755862
TIAL1	0.098841164
UBAP2	0.099125686
TMEM120B	0.099180067
MYO1C	0.099369132
RUFY2	0.099535674
GOLGA2	0.099606793
DNAJB12	0.10006423
ERLIN2	0.1020154
FANCD2	0.102353554
PWWP2A	0.102803387
ZC3H7B	0.102848408
TRAP1	0.102988467
NFE2L2	0.103030837
BLM	0.103167247
EIF4EBP1	0.103828588
ARMCX3	0.103878552
TRAM2	0.104210995
CYBA	0.104310345
MLH1	0.104997251
SCAF8	0.105420957
CHM	0.106199404
ISG20L2	0.106696073
EFTUD1	0.107028565
9-Sep	0.10770882
PGLS	0.108485971
C2CD5	0.108548136
PRPSAP2	0.108652725
EIF2D	0.108831904
TADA3	0.108844728
FOXF2	0.109854083
NUFIP2	0.109889195
ZBTB11	0.111341186
DNM2	0.111742491
BECN1	0.112242163
ENKD1	0.112662848
NDUFAF1	0.112981205
SCFD2	0.11321061
CTC1	0.113610859
FLVCR1	0.113801127
TAF6	0.113837188
GFM2	0.114017601
EZH1	0.114804475
YIPF6	0.115162802
CHFR	0.115477217
USP10	0.116609187
TBL2	0.117819889
HEATR5A	0.118394701
SMARCAL1	0.121205994
POFUT2	0.121392
GLT8D2	0.121942087
TMEM214	0.122249755
EGFR	0.122720792
TRIM28	0.123381245
TANC1	0.123496666
PLD3	0.12393807
TBRG1	0.123988717
SCHIP1	0.124045864
GADD45A	0.124698926
ITGAV	0.124790089
ARRDC3	0.12516762
TAB2	0.125194916
PPP1R15B	0.126608355
NID1	0.127755547
FHOD1	0.127857962
RPS15A	0.128190389
MGME1	0.12881224
ABHD11	0.128980639
KLC2	0.129148354
NR1D2	0.129683154
ZNF281	0.130561744
RBM10	0.130972009
CDK5RAP1	0.131103569
C12orf29	0.131521687
NSRP1	0.13306153
PIGG	0.134319174
LPCAT3	0.135116931
THG1L	0.135635353
XRCC6	0.136170695
PATL1	0.137884735
NOP58	0.13877866
TRMT10C	0.139691456
PANK4	0.139784188
RAB1A	0.140187937
MCM10	0.140512274
ITGB8	0.14059833
LPCAT1	0.140752229
TMEM147	0.141922984
OPA1	0.142134147
MEGF9	0.142325159
ERGIC1	0.142468877
DHX36	0.143266627
SPATS2	0.143624676
MORC3	0.144315396
ARFGEF1	0.144426627
DLGAP5	0.145118335
COCH	0.147208945
BCKDHA	0.147786024
KRT18	0.148084907
CAD	0.148195101
OXR1	0.148264219
GFM1	0.14874835
FAM118B	0.150242636
UBE2Q2	0.150789215
CUL3	0.152128571
GAS8	0.152534865
C1orf86	0.153221757
FIG4	0.153227273
PRSS23	0.153255705
SYNRG	0.153310798
PTGES2	0.153480645
PLEKHA5	0.153784616
TFDP2	0.156212378
INSIG1	0.156318499
QTRTD1	0.156541104
CYP1B1	0.156833785
ANAPC7	0.156947147
SIPA1L2	0.157541277
LUZP1	0.158315085
C12orf44	0.158728409
AP4B1	0.158963886
MYBBP1A	0.16000227
KIF18A	0.160368156
IDH1	0.160807207
CACNA2D1	0.160928065
LIFR	0.161123005
LARP4B	0.161253196
SCAF11	0.162125174
GCAT	0.163261271
RANBP10	0.163358331
RIC8B	0.163560585
STIM2	0.163611228
INO80B	0.163677627
GALNT11	0.16419319
DDX24	0.164219224
KRT17	0.164307603
PRR5L	0.164535772
ZFAND2A	0.164694412
SUSD1	0.165059246
TUBGCP3	0.166305499
ZKSCAN2	0.166649869
XRN2	0.167272679
ARL6IP4	0.167440201
CUEDC2	0.168106122
LRRFIP1	0.168842053
GRB10	0.169114064
E2F4	0.170129712
HERPUD1	0.17042079
N4BP1	0.170970379
BUB1B	0.171441234
ATP1B3	0.171498279
RBM17	0.171785343
RCCD1	0.171952683
RRP12	0.172066452
OSMR	0.17293209
CENPN	0.173231968
GNB1	0.173284305
MTMR3	0.174095107
CTDSP2	0.17423123
PHLDB1	0.174359725
MIB1	0.174644603
RBBP7	0.174658493
CHST11	0.174833802
DHRS3	0.17540429
CAMSAP2	0.17550703
PTCH1	0.175771259
CSRP2BP	0.175849835
TP53I3	0.175849835
PKP3	0.17630241
CKAP2L	0.176405799
FBXW9	0.176479738
GOLGA3	0.176741309
ZC3H8	0.177280768
FSCN1	0.177439177
EEA1	0.177898493
ARPC1B	0.178047836
THOC1	0.178302759
SRSF11	0.179400237
EXT2	0.180877207
CCDC90B	0.181284176
PCOLCE	0.18273012
ATP6V0A1	0.183654929
KDM2A	0.183696334
RHOG	0.184207744
SNF8	0.184285807
DHX38	0.184569518
EXOC5	0.184945709
C1S	0.185060195
HCCS	0.185705898
ARL16	0.185748939
PIGS	0.186045603
ADAM17	0.186636729
SIN3A	0.186772037
SEC24B	0.187257786
RFT1	0.187397
SPNS1	0.187613391
ABT1	0.1878298
SLITRK4	0.187874782
TDRD7	0.188035155
SEPHS1	0.189477799
OXA1L	0.189568991
PTPN14	0.189717728
DNAJC14	0.189720137
TMCO6	0.19018384
TEX261	0.190630465
MTHFD1	0.191553406
EPHA3	0.192080533
RPS16	0.19335176
MAP2K2	0.193415833
FIGNL1	0.193662245
INTS7	0.193823269
AFF1	0.194240097
KDELR1	0.19475586
PPFIBP1	0.195178479
ERGIC2	0.195210782
ZNF511	0.195299531
ROCK2	0.195577115
HDDC2	0.195854491
SGCE	0.196512424
MSH6	0.196609306
HDGF	0.197034484
ERICH1	0.197246002
POR	0.197492964
GLI3	0.197939378
MARS	0.198279067
DNAAF2	0.19904055
EPDR1	0.199308808
DCAF8	0.199445881
UBR2	0.199465627
CNOT3	0.199899841
MAN1B1	0.199933428
DDX42	0.200584552
TINAGL1	0.200886931
CEP78	0.201075363
MTO1	0.201756129
TLL1	0.20216988
KLF7	0.202299234
DOHH	0.202299234
PPM1F	0.202714937
DPH2	0.202865798
PTDSS1	0.204771613
CEP55	0.204918793
CRELD2	0.204920567
PPP2R4	0.204944343
MAML1	0.205454426
TTPAL	0.205748665
HDAC2	0.205847621
F2RL1	0.207212496
RALY	0.207963023
WASF1	0.207973803
UBAP1	0.208127968
LPGAT1	0.20855291
PPIL4	0.208823732
NMRAL1	0.210249238
NT5C2	0.210535683
OSBPL2	0.210751797
SLC6A6	0.21081819
CHAMP1	0.21153059
EAPP	0.211825804
MTMR1	0.211947301
LRRC61	0.212164796
TMEM161B	0.212599684
C2orf74	0.213127925
APEX2	0.213182719
TBC1D25	0.213271031
ITPKB	0.213290214
SH3GL1	0.215281589
ABR	0.215370835
NARF	0.215797844
PRPSAP1	0.217788625
NUDCD3	0.219338496
ERMP1	0.219575292
NAA30	0.220411068
LDOC1L	0.220813462
POP1	0.221316987
POLR2A	0.221395878
DSCR3	0.221413174
KNOP1	0.22153461
TBC1D2	0.22153862
FKBP15	0.221980987
ANKRD40	0.2220102
DARS2	0.222164569
ME2	0.222186101
IKBKAP	0.222205894
ZER1	0.222857582
OSBPL1A	0.223256171
KLF4	0.224325631
PRPF4B	0.225297762
ECT2	0.225495802
SSRP1	0.22550427
TMBIM4	0.225633093
AMOTL2	0.226236933
GGCT	0.226951664
VIPAS39	0.227164449
AIG1	0.228360421
RCOR3	0.229033735
GMPPB	0.229440286
EPG5	0.229596214
RRP7A	0.230358731
EIF2A	0.230468304
F2R	0.231489214
NOC4L	0.231652889
PFKP	0.231750476
PPIG	0.231764716
RNF213	0.231878129
PLK2	0.23204916
RIPK4	0.232784027
CLUH	0.233354855
RPS6KA1	0.233431978
C1orf27	0.234600754
NFATC3	0.234728016
CYTH2	0.23495213
KAT8	0.235141623
PARP1	0.235368807
CHD1	0.235505998
DR1	0.236302188
C10orf76	0.236440196
TENC1	0.23665899
SGK223	0.236689411
NUP88	0.237032992
NR2C2	0.237139007
DHX35	0.237380462
PAGR1	0.238590778
WDR54	0.238680499
TSEN34	0.239030482
FBXL5	0.239593692
TEX10	0.239933733
DOK4	0.240150515
NQO2	0.240426663
TRMU	0.240614652
SNRPA	0.241051782
PYGO2	0.241075602
VPS41	0.24154672
GPR56	0.241624725
PI4K2A	0.241925981
SUPT5H	0.241970546
FBXL4	0.242087467
ATP5O	0.243431884
DAGLB	0.243939254
SLC1A5	0.24398357
EIF3L	0.243991099
TNRC6B	0.244307198
LMBRD2	0.244569212
TRAF3IP1	0.244977912
DTX3L	0.245160767
RBM19	0.245347905
HEXA	0.245515676
RIC8A	0.246264848
DSG2	0.246740725
OSBPL3	0.247297442
GMEB2	0.247560649
MGLL	0.247727153
HGS	0.247789098
SOAT1	0.249750867
MTMR14	0.250434369
HEATR3	0.251041859
LRP11	0.25107662
CSGALNACT1	0.25201759
PEX6	0.252685224
SRRT	0.253603299
SUPT7L	0.25396527
YLPM1	0.254078066
RASIP1	0.25461303
TIA1	0.256007526
HSPB1	0.25623293
CRTAP	0.25627799
PHF14	0.256613986
VAV3	0.256738167
PHF23	0.257127765
NDC1	0.257335359
ATF6	0.258900606
GTF3C2	0.261087329
NFATC2IP	0.261480516
FARS2	0.261572603
TMX3	0.262122725
INPP1	0.262202522
MRPS22	0.262669367
PRKCD	0.262828174
RPUSD3	0.263898789
TGS1	0.264273302
INPP4A	0.26489715
SLFN5	0.266393418
SLC22A3	0.266894978
RTKN2	0.26697082
TCP11L1	0.26735864
GUCD1	0.267587015
PEX14	0.268798519
HORMAD1	0.269058193
COG8	0.269249404
SLC30A1	0.269286615
MAPK3	0.26991658
REPS1	0.270778223
TMED4	0.271238203
GCLC	0.271712179
MED15	0.272273773
TMEM223	0.273275507
ALDH2	0.273329387
ZNF33B	0.273364406
HLCS	0.273451022
STX1A	0.273565073
CTGF	0.274112231
RAI14	0.274685234
PDCD7	0.276043466
TRAPPC1	0.276195137
DNAJC5	0.276465993
CIR1	0.276517635
7-Mar	0.276947192
GLCCI1	0.277178588
SMOC1	0.277351066
GTF2H1	0.278271165
PC	0.278725646
GTF3C3	0.279329523
C11orf73	0.279407071
POLR1D	0.279648597
MAGI1	0.280541573
SLC25A46	0.280591324
ZNF703	0.281292168
SYT12	0.281752172
SLC25A11	0.28198973
DHX15	0.282666788
C1orf85	0.284372269
RAB3GAP2	0.284458694
CRTC2	0.284489633
PML	0.284852516
RFNG	0.285770515
TFAP2A	0.286138628
LRWD1	0.286139766
KLHL18	0.286723563
CCDC104	0.286763894
MTFR1L	0.28681064
DDX46	0.28788669
METTL6	0.288229896
RPAP2	0.288345494
TUBG1	0.288516435
MFSD11	0.288569498
USP13	0.289213506
TRIB3	0.289856506
PCOLCE2	0.290050722
SLC35F5	0.290571499
TBC1D5	0.291038649
DPP3	0.291799191
TRABD2A	0.291979103
PCMTD2	0.2920896
BCAR3	0.292274821
LDLRAD3	0.293130831
SULF2	0.293253295
RIOK3	0.294354458
OSBPL10	0.295783657
RIMKLB	0.296603939
SDR39U1	0.297176686
UPF2	0.297693521
GALM	0.297768822
CCPG1	0.297834329
C1orf216	0.298070004
TSPAN4	0.298656389
RASA1	0.298966946
DNAJC2	0.299388057
ST3GAL1	0.29941278
KIF5B	0.299483206
DECR1	0.299734073
MITD1	0.299960975
FAM105A	0.300056537
CLTCL1	0.300187404
GLMN	0.300394933
LSM14B	0.300537247
NR3C1	0.300586923
RBFOX2	0.302621227
SNRPC	0.302865293
ARIH1	0.303042378
HIAT1	0.303743855
TACC2	0.305159882
EEF2	0.306347297
RRP8	0.306878508
XPO1	0.307428525
LTN1	0.30785291
GAPDH	0.308327305
CUL1	0.308463984
IMPAD1	0.308593019
TMEM141	0.30882714
TMEM165	0.308828834
KCTD20	0.308884368
DEK	0.309058427
SMEK2	0.309838056
SEC23A	0.309934097
SNX17	0.310116434
PIGK	0.310168381
POMT1	0.3107813
TNKS	0.310875227
IGHMBP2	0.310998535
KLF5	0.311167747
CEP72	0.311797264
GPR126	0.312277925
TMEM11	0.312722636
TRAPPC5	0.313542699
PABPC4	0.314162427
CPSF3L	0.315153444
TTC13	0.315399183
DCXR	0.31632672
FAM49B	0.316331006
GSK3A	0.31634325
TSSC4	0.316353224
TBC1D19	0.316659574
PET112	0.318805377
INTS8	0.319053577
SNX5	0.320637477
SRFBP1	0.321046521
TMEM138	0.321179097
RPS6KA3	0.321595101
TELO2	0.321928095
SMC1A	0.321964679
TIMP1	0.322973214
MBD1	0.323215641
HMBS	0.323614472
H2AFV	0.324762771
YY1AP1	0.325065428
TBC1D15	0.325554911
ZWILCH	0.325595744
ALDH3A2	0.325637372
POLR2B	0.325644581
HSPA5	0.327091343
SUPT4H1	0.327120198
TBL3	0.327860425
AKAP2	0.328281921
ATP5D	0.328304919
APP	0.328383561
KIAA0391	0.32844228
LCMT1	0.328614008
CTCF	0.328795864
ST13	0.328861761
RASAL2	0.328958297
RAVER1	0.329828483
CTNND1	0.330024273
TTF2	0.330878721
BCKDK	0.331491557
FPGS	0.331977579
SPG21	0.332268258
STX3	0.332887164
NRD1	0.332999862
C16orf13	0.334193862
AKIRIN1	0.336194664
